Project,Task,Changed files,TestI,TextI
https://github.com/ministryofjustice/Claim-for-Crown-Court-Defence,1286,"[app/presenters/claim_presenter.rb, app/views/shared/_claim_status.html.haml, features/claim_status.feature, features/step_definitions/claim_status_steps.rb]","[app/controllers/case_workers/claims_controller.rb, app/controllers/pages_controller.rb, app/models/case_worker.rb, app/models/scheme.rb, app/models/user.rb, app/views/case_workers/claims/_claims.html.haml, app/views/case_workers/claims/_claims_list.html.haml, app/views/case_workers/claims/_list_controls.html.haml, app/views/case_workers/claims/_search_form.html.haml, app/views/case_workers/claims/index.html.haml, app/views/devise/sessions/new.html.haml, app/views/devise/shared/_links.html.haml, app/views/pages/api_landing.html.haml, app/views/pages/tandcs.haml, app/views/shared/_search_summary.html.haml]","[app/controllers/case_workers/claims_controller.rb, features/claim_status.feature, features/step_definitions/claim_status_steps.rb]"
https://github.com/ministryofjustice/Claim-for-Crown-Court-Defence,1289,"[app/views/shared/_claim_status.html.haml, app/views/shared/_determinations_form.html.haml, features/claim_status.feature, features/step_definitions/claim_history_steps.rb, features/step_definitions/claim_redetermination_steps.rb, features/step_definitions/claim_status_steps.rb, app/views/messages/create.js.erb, app/assets/stylesheets/form.scss, app/views/case_workers/claims/_determination_fields.html.haml, app/views/advocates/claims/show.html.haml, app/views/case_workers/claims/show.html.haml, app/views/shared/_messages.html.haml]","[app/controllers/case_workers/claims_controller.rb, app/controllers/pages_controller.rb, app/models/case_worker.rb, app/models/doc_type.rb, app/models/scheme.rb, app/models/user.rb, app/views/case_workers/claims/_claims.html.haml, app/views/case_workers/claims/_claims_list.html.haml, app/views/case_workers/claims/_list_controls.html.haml, app/views/case_workers/claims/_search_form.html.haml, app/views/case_workers/claims/index.html.haml, app/views/devise/sessions/new.html.haml, app/views/devise/shared/_links.html.haml, app/views/pages/api_landing.html.haml, app/views/pages/tandcs.haml, app/views/shared/_search_summary.html.haml]","[app/controllers/case_workers/claims_controller.rb, features/claim_status.feature, features/step_definitions/claim_status_steps.rb]"
https://github.com/ministryofjustice/Claim-for-Crown-Court-Defence,1291,"[app/validators/claim_textfield_validator.rb, spec/models/claim_spec.rb, spec/validators/claim_date_validator_spec.rb, spec/validators/claim_textfield_validator_spec.rb, app/controllers/advocates/claims_controller.rb, features/advocate_new_claim.feature, features/api_new_claim.feature]","[app/controllers/advocates/admin/advocates_controller.rb, app/controllers/advocates/claims_controller.rb, app/controllers/case_workers/admin/case_workers_controller.rb, app/controllers/case_workers/claims_controller.rb, app/controllers/documents_controller.rb, app/controllers/messages_controller.rb, app/controllers/pages_controller.rb, app/controllers/user_message_statuses_controller.rb, app/models/advocate.rb, app/models/case_type.rb, app/models/date_attended.rb, app/models/json_document_importer.rb, app/models/location.rb, app/models/offence.rb, app/models/offence_class.rb, app/models/scheme.rb, app/models/user.rb, app/views/advocates/claims/_basic_fee_fields.html.haml, app/views/advocates/claims/_cracked_trial_fields.html.haml, app/views/advocates/claims/_date_attended_fields.html.haml, app/views/advocates/claims/_defendant_fields.html.haml, app/views/advocates/claims/_evidence_checklist.html.haml, app/views/advocates/claims/_expense_fields.html.haml, app/views/advocates/claims/_fixed_fee_fields.html.haml, app/views/advocates/claims/_form.html.haml, app/views/advocates/claims/_misc_fee_fields.html.haml, app/views/advocates/claims/_offence_select.html.haml, app/views/advocates/claims/_representation_order_fields.html.haml, app/views/advocates/claims/edit.html.haml, app/views/advocates/claims/new.html.haml, app/views/advocates/claims/show.html.haml, app/views/devise/sessions/new.html.haml, app/views/devise/shared/_links.html.haml, app/views/pages/api_landing.html.haml, app/views/pages/tandcs.haml, app/views/shared/_claim.html.haml, app/views/shared/_claim_header.html.haml, app/views/shared/_claim_status.html.haml, app/views/shared/_determination_amounts.html.haml, app/views/shared/_determinations_form.html.haml, app/views/shared/_determinations_table.html.haml, app/views/shared/_evidence_checklist.html.haml, app/views/shared/_evidence_list.html.haml, app/views/shared/_message.html.haml, app/views/shared/_message_list.html.haml, app/views/shared/_messages.html.haml, app/views/shared/_summary.html.haml, app/views/shared/_vat_summary.html.haml]","[app/interfaces/api/v1/advocates/claim.rb, features/advocate_new_claim.feature, features/step_definitions/advocate_new_claim_steps.rb, features/step_definitions/unhappy_paths_steps.rb, features/unhappy_paths.feature, spec/controllers/advocates/claims_controller_spec.rb, spec/factories/claims.rb, spec/models/claim_spec.rb]"
https://github.com/ministryofjustice/Claim-for-Crown-Court-Defence,1294,"[app/views/case_workers/admin/allocations/new.html.haml, features/claim_allocation.feature, features/step_definitions/claim_allocation_steps.rb]","[app/controllers/geckoboard_api/widgets_controller.rb, app/controllers/pages_controller.rb, app/interfaces/api/v1/advocates/claim.rb, app/models/allocation.rb, app/models/case_type.rb, app/models/case_worker.rb, app/models/claim.rb, app/models/defendant.rb, app/models/json_document_importer.rb, app/models/scheme.rb, app/models/user.rb, app/views/devise/sessions/new.html.haml, app/views/devise/shared/_links.html.haml, app/views/pages/api_landing.html.haml, app/views/pages/tandcs.haml]","[features/claim_allocation.feature, features/step_definitions/claim_allocation_steps.rb]"
https://github.com/ministryofjustice/Claim-for-Crown-Court-Defence,1296,"[db/data.yml, app/controllers/advocates/admin/chambers_controller.rb, app/models/ability.rb, app/views/advocates/admin/advocates/change_password.html.haml, app/views/advocates/admin/advocates/edit.html.haml, app/views/advocates/admin/advocates/index.html.haml, app/views/advocates/admin/advocates/new.html.haml, app/views/advocates/admin/advocates/show.html.haml, app/views/advocates/admin/chambers/edit.html.haml, app/views/advocates/admin/chambers/show.html.haml, app/views/case_workers/admin/case_workers/change_password.html.haml, app/views/case_workers/admin/case_workers/edit.html.haml, app/views/case_workers/admin/case_workers/index.html.haml, app/views/case_workers/admin/case_workers/new.html.haml, app/views/grape_swagger_rails/application/index.html.erb, app/views/layouts/_primary_navigation.html.haml, config/routes.rb, features/caseworker_admin_claims_list.feature, features/step_definitions/shared/sign_in_steps.rb, features/step_definitions/sign_in_steps.rb, spec/models/ability_spec.rb]","[app/controllers/case_workers/admin/case_workers_controller.rb, app/controllers/case_workers/claims_controller.rb, app/controllers/pages_controller.rb, app/models/case_worker.rb, app/models/defendant.rb, app/models/doc_type.rb, app/models/json_document_importer.rb, app/models/scheme.rb, app/models/user.rb, app/views/case_workers/admin/case_workers/change_password.html.haml, app/views/case_workers/admin/case_workers/edit.html.haml, app/views/case_workers/admin/case_workers/show.html.haml, app/views/case_workers/claims/_claims.html.haml, app/views/case_workers/claims/_claims_list.html.haml, app/views/case_workers/claims/_list_controls.html.haml, app/views/case_workers/claims/_search_form.html.haml, app/views/case_workers/claims/index.html.haml, app/views/devise/sessions/new.html.haml, app/views/devise/shared/_links.html.haml, app/views/pages/api_landing.html.haml, app/views/pages/tandcs.haml, app/views/shared/_search_summary.html.haml]","[features/caseworker_admin_claims_list.feature, features/step_definitions/caseworker_claims_list_steps.rb]"
https://github.com/ministryofjustice/Claim-for-Crown-Court-Defence,1310,"[features/advocate_new_claim.feature, features/step_definitions/advocate_new_claim_steps.rb, lib/demo_data/basic_fee_generator.rb]","[app/controllers/advocates/admin/advocates_controller.rb, app/controllers/advocates/claims_controller.rb, app/controllers/case_workers/admin/case_workers_controller.rb, app/controllers/case_workers/claims_controller.rb, app/controllers/documents_controller.rb, app/controllers/messages_controller.rb, app/controllers/pages_controller.rb, app/controllers/user_message_statuses_controller.rb, app/interfaces/api/v1/advocates/claim.rb, app/models/advocate.rb, app/models/case_type.rb, app/models/claim.rb, app/models/doc_type.rb, app/models/fee_type.rb, app/models/json_document_importer.rb, app/models/user.rb, app/views/advocates/claims/_basic_fee_fields.html.haml, app/views/advocates/claims/_cracked_trial_fields.html.haml, app/views/advocates/claims/_date_attended_fields.html.haml, app/views/advocates/claims/_defendant_fields.html.haml, app/views/advocates/claims/_evidence_checklist.html.haml, app/views/advocates/claims/_expense_fields.html.haml, app/views/advocates/claims/_fixed_fee_fields.html.haml, app/views/advocates/claims/_form.html.haml, app/views/advocates/claims/_misc_fee_fields.html.haml, app/views/advocates/claims/_offence_select.html.haml, app/views/advocates/claims/_representation_order_fields.html.haml, app/views/advocates/claims/edit.html.haml, app/views/advocates/claims/new.html.haml, app/views/advocates/claims/show.html.haml, app/views/devise/sessions/new.html.haml, app/views/devise/shared/_links.html.haml, app/views/pages/api_landing.html.haml, app/views/pages/tandcs.haml, app/views/shared/_claim.html.haml, app/views/shared/_claim_header.html.haml, app/views/shared/_claim_status.html.haml, app/views/shared/_determination_amounts.html.haml, app/views/shared/_evidence_checklist.html.haml, app/views/shared/_evidence_list.html.haml, app/views/shared/_message.html.haml, app/views/shared/_message_list.html.haml, app/views/shared/_messages.html.haml, app/views/shared/_summary.html.haml, app/views/shared/_vat_summary.html.haml]","[app/views/advocates/claims/_form.html.haml, features/advocate_new_claim.feature, features/step_definitions/advocate_new_claim_steps.rb]"
https://github.com/ministryofjustice/Claim-for-Crown-Court-Defence,1313,"[features/advocate_new_claim.feature, features/step_definitions/advocate_new_claim_steps.rb, lib/demo_data/basic_fee_generator.rb]","[app/controllers/advocates/admin/advocates_controller.rb, app/controllers/advocates/claims_controller.rb, app/controllers/case_workers/admin/case_workers_controller.rb, app/controllers/case_workers/claims_controller.rb, app/controllers/documents_controller.rb, app/controllers/messages_controller.rb, app/controllers/pages_controller.rb, app/controllers/user_message_statuses_controller.rb, app/interfaces/api/v1/advocates/claim.rb, app/models/advocate.rb, app/models/case_type.rb, app/models/claim.rb, app/models/fee_type.rb, app/models/json_document_importer.rb, app/models/user.rb, app/views/advocates/claims/_basic_fee_fields.html.haml, app/views/advocates/claims/_cracked_trial_fields.html.haml, app/views/advocates/claims/_date_attended_fields.html.haml, app/views/advocates/claims/_defendant_fields.html.haml, app/views/advocates/claims/_evidence_checklist.html.haml, app/views/advocates/claims/_expense_fields.html.haml, app/views/advocates/claims/_fixed_fee_fields.html.haml, app/views/advocates/claims/_form.html.haml, app/views/advocates/claims/_misc_fee_fields.html.haml, app/views/advocates/claims/_offence_select.html.haml, app/views/advocates/claims/_representation_order_fields.html.haml, app/views/advocates/claims/edit.html.haml, app/views/advocates/claims/new.html.haml, app/views/advocates/claims/show.html.haml, app/views/devise/sessions/new.html.haml, app/views/devise/shared/_links.html.haml, app/views/pages/api_landing.html.haml, app/views/pages/tandcs.haml, app/views/shared/_claim.html.haml, app/views/shared/_claim_header.html.haml, app/views/shared/_claim_status.html.haml, app/views/shared/_determination_amounts.html.haml, app/views/shared/_evidence_checklist.html.haml, app/views/shared/_evidence_list.html.haml, app/views/shared/_message.html.haml, app/views/shared/_message_list.html.haml, app/views/shared/_messages.html.haml, app/views/shared/_summary.html.haml, app/views/shared/_vat_summary.html.haml]","[app/views/advocates/claims/_form.html.haml, features/advocate_new_claim.feature, features/step_definitions/advocate_new_claim_steps.rb]"
https://github.com/ministryofjustice/Claim-for-Crown-Court-Defence,1315,"[app/controllers/advocates/claims_controller.rb, app/controllers/case_workers/claims_controller.rb, app/presenters/claim_presenter.rb, app/views/shared/_claim_status.html.haml, app/views/shared/_determinations_form.html.haml, app/views/shared/_determinations_table.html.haml, db/data.yml, features/claim_status.feature, features/step_definitions/claim_status_steps.rb, spec/presenters/claim_presenter_spec.rb]","[app/controllers/advocates/admin/advocates_controller.rb, app/controllers/advocates/claims_controller.rb, app/controllers/case_workers/admin/case_workers_controller.rb, app/controllers/case_workers/claims_controller.rb, app/controllers/documents_controller.rb, app/controllers/messages_controller.rb, app/controllers/pages_controller.rb, app/controllers/user_message_statuses_controller.rb, app/interfaces/api/v1/advocates/claim.rb, app/models/advocate.rb, app/models/case_worker.rb, app/models/claim.rb, app/models/scheme.rb, app/models/user.rb, app/views/advocates/claims/_basic_fee_fields.html.haml, app/views/advocates/claims/_claims.html.haml, app/views/advocates/claims/_cracked_trial_fields.html.haml, app/views/advocates/claims/_date_attended_fields.html.haml, app/views/advocates/claims/_defendant_fields.html.haml, app/views/advocates/claims/_evidence_checklist.html.haml, app/views/advocates/claims/_expense_fields.html.haml, app/views/advocates/claims/_financial_summary.html.haml, app/views/advocates/claims/_fixed_fee_fields.html.haml, app/views/advocates/claims/_form.html.haml, app/views/advocates/claims/_json_document_importer.haml, app/views/advocates/claims/_misc_fee_fields.html.haml, app/views/advocates/claims/_offence_select.html.haml, app/views/advocates/claims/_representation_order_fields.html.haml, app/views/advocates/claims/_search_form.html.haml, app/views/advocates/claims/authorised.html.haml, app/views/advocates/claims/edit.html.haml, app/views/advocates/claims/index.html.haml, app/views/advocates/claims/new.html.haml, app/views/advocates/claims/outstanding.html.haml, app/views/advocates/claims/show.html.haml, app/views/case_workers/claims/_claims.html.haml, app/views/case_workers/claims/_claims_list.html.haml, app/views/case_workers/claims/_list_controls.html.haml, app/views/case_workers/claims/_search_form.html.haml, app/views/case_workers/claims/index.html.haml, app/views/devise/sessions/new.html.haml, app/views/devise/shared/_links.html.haml, app/views/pages/api_landing.html.haml, app/views/pages/tandcs.haml, app/views/shared/_claim.html.haml, app/views/shared/_claim_header.html.haml, app/views/shared/_claim_status.html.haml, app/views/shared/_determination_amounts.html.haml, app/views/shared/_determinations_form.html.haml, app/views/shared/_determinations_table.html.haml, app/views/shared/_evidence_checklist.html.haml, app/views/shared/_evidence_list.html.haml, app/views/shared/_message.html.haml, app/views/shared/_message_list.html.haml, app/views/shared/_messages.html.haml, app/views/shared/_search_summary.html.haml, app/views/shared/_summary.html.haml, app/views/shared/_vat_summary.html.haml]","[app/controllers/case_workers/claims_controller.rb, app/models/claim.rb, app/views/case_workers/claims/show.html.haml, features/claim_status.feature, features/step_definitions/claim_status_steps.rb]"
https://github.com/ministryofjustice/Claim-for-Crown-Court-Defence,1330,"[app/interfaces/api/v1/advocates/fee.rb, app/models/claim.rb, app/models/fee.rb, app/validators/claim_textfield_validator.rb, features/unhappy_paths.feature, spec/api/v1/claims/fee_spec.rb, spec/api/v1/claims/shared_examples_for_fees.rb, spec/i18n_spec.rb, spec/models/claims/financial_summary_spec.rb]","[app/controllers/advocates/admin/advocates_controller.rb, app/controllers/advocates/claims_controller.rb, app/controllers/case_workers/admin/case_workers_controller.rb, app/controllers/case_workers/claims_controller.rb, app/controllers/documents_controller.rb, app/controllers/messages_controller.rb, app/controllers/pages_controller.rb, app/controllers/user_message_statuses_controller.rb, app/models/advocate.rb, app/models/case_type.rb, app/models/date_attended.rb, app/models/json_document_importer.rb, app/models/location.rb, app/models/offence.rb, app/models/offence_class.rb, app/models/user.rb, app/views/advocates/claims/_basic_fee_fields.html.haml, app/views/advocates/claims/_cracked_trial_fields.html.haml, app/views/advocates/claims/_date_attended_fields.html.haml, app/views/advocates/claims/_defendant_fields.html.haml, app/views/advocates/claims/_evidence_checklist.html.haml, app/views/advocates/claims/_expense_fields.html.haml, app/views/advocates/claims/_fixed_fee_fields.html.haml, app/views/advocates/claims/_form.html.haml, app/views/advocates/claims/_misc_fee_fields.html.haml, app/views/advocates/claims/_offence_select.html.haml, app/views/advocates/claims/_representation_order_fields.html.haml, app/views/advocates/claims/edit.html.haml, app/views/advocates/claims/new.html.haml, app/views/advocates/claims/show.html.haml, app/views/devise/sessions/new.html.haml, app/views/devise/shared/_links.html.haml, app/views/pages/api_landing.html.haml, app/views/pages/tandcs.haml, app/views/shared/_claim.html.haml, app/views/shared/_claim_header.html.haml, app/views/shared/_claim_status.html.haml, app/views/shared/_determination_amounts.html.haml, app/views/shared/_evidence_checklist.html.haml, app/views/shared/_evidence_list.html.haml, app/views/shared/_message.html.haml, app/views/shared/_message_list.html.haml, app/views/shared/_messages.html.haml, app/views/shared/_summary.html.haml, app/views/shared/_vat_summary.html.haml]","[app/interfaces/api/v1/advocates/claim.rb, features/advocate_new_claim.feature, features/step_definitions/advocate_new_claim_steps.rb, features/step_definitions/unhappy_paths_steps.rb, features/unhappy_paths.feature, spec/controllers/advocates/claims_controller_spec.rb, spec/factories/claims.rb, spec/models/claim_spec.rb]"
https://github.com/ministryofjustice/Claim-for-Crown-Court-Defence,1331,"[app/interfaces/api/v1/advocates/fee.rb, app/models/claim.rb, app/models/fee.rb, app/validators/claim_textfield_validator.rb, config/initializers/active_model_errors.rb, features/unhappy_paths.feature, spec/api/v1/claims/fee_spec.rb, spec/api/v1/claims/shared_examples_for_fees.rb, spec/i18n_spec.rb, spec/models/claims/financial_summary_spec.rb]","[app/controllers/advocates/admin/advocates_controller.rb, app/controllers/advocates/claims_controller.rb, app/controllers/case_workers/admin/case_workers_controller.rb, app/controllers/case_workers/claims_controller.rb, app/controllers/documents_controller.rb, app/controllers/messages_controller.rb, app/controllers/pages_controller.rb, app/controllers/user_message_statuses_controller.rb, app/models/advocate.rb, app/models/case_type.rb, app/models/date_attended.rb, app/models/json_document_importer.rb, app/models/location.rb, app/models/offence.rb, app/models/offence_class.rb, app/models/user.rb, app/views/advocates/claims/_basic_fee_fields.html.haml, app/views/advocates/claims/_cracked_trial_fields.html.haml, app/views/advocates/claims/_date_attended_fields.html.haml, app/views/advocates/claims/_defendant_fields.html.haml, app/views/advocates/claims/_evidence_checklist.html.haml, app/views/advocates/claims/_expense_fields.html.haml, app/views/advocates/claims/_fixed_fee_fields.html.haml, app/views/advocates/claims/_form.html.haml, app/views/advocates/claims/_misc_fee_fields.html.haml, app/views/advocates/claims/_offence_select.html.haml, app/views/advocates/claims/_representation_order_fields.html.haml, app/views/advocates/claims/edit.html.haml, app/views/advocates/claims/new.html.haml, app/views/advocates/claims/show.html.haml, app/views/devise/sessions/new.html.haml, app/views/devise/shared/_links.html.haml, app/views/pages/api_landing.html.haml, app/views/pages/tandcs.haml, app/views/shared/_claim.html.haml, app/views/shared/_claim_header.html.haml, app/views/shared/_claim_status.html.haml, app/views/shared/_determination_amounts.html.haml, app/views/shared/_evidence_checklist.html.haml, app/views/shared/_evidence_list.html.haml, app/views/shared/_message.html.haml, app/views/shared/_message_list.html.haml, app/views/shared/_messages.html.haml, app/views/shared/_summary.html.haml, app/views/shared/_vat_summary.html.haml]","[app/interfaces/api/v1/advocates/claim.rb, features/advocate_new_claim.feature, features/step_definitions/advocate_new_claim_steps.rb, features/step_definitions/unhappy_paths_steps.rb, features/unhappy_paths.feature, spec/controllers/advocates/claims_controller_spec.rb, spec/factories/claims.rb, spec/models/claim_spec.rb]"
https://github.com/ministryofjustice/Claim-for-Crown-Court-Defence,1356,"[app/interfaces/api/v1/advocates/defendant.rb, app/models/defendant.rb, spec/controllers/advocates/claims_controller_spec.rb, spec/examples/cms_exported_claim.json, spec/examples/invalid_cms_exported_claim.json, spec/examples/json_schema_fail.json, spec/examples/multiple_cms_export_with_errors.json, spec/examples/multiple_cms_export_with_errors_2.json, spec/examples/multiple_cms_exported_claims.json, spec/factories/defendants.rb, spec/models/claim_spec.rb, spec/models/json_document_importer_spec.rb, app/models/claims/search.rb, app/views/advocates/claims/_defendant_fields.html.haml, config/locales/en.yml, features/advocate_claims_list.feature, features/step_definitions/advocate_claims_list_steps.rb, lib/api_test_client.rb, spec/models/defendant_spec.rb, spec/presenters/claim_presenter_spec.rb]","[app/controllers/advocates/admin/advocates_controller.rb, app/controllers/advocates/claims_controller.rb, app/controllers/case_workers/admin/case_workers_controller.rb, app/controllers/case_workers/claims_controller.rb, app/controllers/documents_controller.rb, app/controllers/messages_controller.rb, app/controllers/pages_controller.rb, app/controllers/user_message_statuses_controller.rb, app/models/advocate.rb, app/models/scheme.rb, app/models/user.rb, app/views/advocates/claims/_basic_fee_fields.html.haml, app/views/advocates/claims/_claims.html.haml, app/views/advocates/claims/_cracked_trial_fields.html.haml, app/views/advocates/claims/_date_attended_fields.html.haml, app/views/advocates/claims/_defendant_fields.html.haml, app/views/advocates/claims/_evidence_checklist.html.haml, app/views/advocates/claims/_expense_fields.html.haml, app/views/advocates/claims/_financial_summary.html.haml, app/views/advocates/claims/_fixed_fee_fields.html.haml, app/views/advocates/claims/_form.html.haml, app/views/advocates/claims/_json_document_importer.haml, app/views/advocates/claims/_misc_fee_fields.html.haml, app/views/advocates/claims/_offence_select.html.haml, app/views/advocates/claims/_representation_order_fields.html.haml, app/views/advocates/claims/_search_form.html.haml, app/views/advocates/claims/authorised.html.haml, app/views/advocates/claims/edit.html.haml, app/views/advocates/claims/index.html.haml, app/views/advocates/claims/new.html.haml, app/views/advocates/claims/outstanding.html.haml, app/views/advocates/claims/show.html.haml, app/views/devise/sessions/new.html.haml, app/views/devise/shared/_links.html.haml, app/views/pages/api_landing.html.haml, app/views/pages/tandcs.haml, app/views/shared/_claim.html.haml, app/views/shared/_claim_header.html.haml, app/views/shared/_claim_status.html.haml, app/views/shared/_determination_amounts.html.haml, app/views/shared/_evidence_checklist.html.haml, app/views/shared/_evidence_list.html.haml, app/views/shared/_message.html.haml, app/views/shared/_message_list.html.haml, app/views/shared/_messages.html.haml, app/views/shared/_search_summary.html.haml, app/views/shared/_summary.html.haml, app/views/shared/_vat_summary.html.haml]",[features/advocate_claims_list.feature]
https://github.com/ministryofjustice/Claim-for-Crown-Court-Defence,1366,"[app/assets/stylesheets/advocates/application.css.scss, app/controllers/pages_controller.rb, app/views/layouts/advocate.html.haml, app/views/pages/contact_us.html.haml, config/routes.rb, features/sign_in.feature, features/step_definitions/shared_steps.rb]","[app/controllers/pages_controller.rb, app/models/doc_type.rb, app/models/json_document_importer.rb, app/models/user.rb, app/views/devise/sessions/new.html.haml, app/views/devise/shared/_links.html.haml, app/views/pages/api_landing.html.haml, app/views/pages/contact_us.html.haml, app/views/pages/tandcs.haml]","[features/sign_in.feature, features/step_definitions/sign_in_steps.rb]"
https://github.com/ministryofjustice/Claim-for-Crown-Court-Defence,1367,"[app/assets/stylesheets/advocates/application.css.scss, app/controllers/pages_controller.rb, app/views/layouts/advocate.html.haml, app/views/pages/contact_us.html.haml, config/routes.rb, features/sign_in.feature, features/step_definitions/shared_steps.rb]","[app/controllers/pages_controller.rb, app/models/doc_type.rb, app/models/json_document_importer.rb, app/models/user.rb, app/views/devise/sessions/new.html.haml, app/views/devise/shared/_links.html.haml, app/views/pages/api_landing.html.haml, app/views/pages/contact_us.html.haml, app/views/pages/tandcs.haml]","[features/sign_in.feature, features/step_definitions/sign_in_steps.rb]"
https://github.com/ministryofjustice/Claim-for-Crown-Court-Defence,1374,"[app/views/grape_swagger_rails/application/index.html.erb, app/views/layouts/_primary_navigation.html.haml, features/caseworker_admin_claims_list.feature, features/step_definitions/sign_in_steps.rb, config/locales/en.yml]","[app/controllers/advocates/admin/advocates_controller.rb, app/controllers/advocates/claims_controller.rb, app/controllers/case_workers/admin/case_workers_controller.rb, app/controllers/case_workers/claims_controller.rb, app/controllers/documents_controller.rb, app/controllers/messages_controller.rb, app/controllers/pages_controller.rb, app/controllers/user_message_statuses_controller.rb, app/models/case_worker.rb, app/models/doc_type.rb, app/models/json_document_importer.rb, app/models/user.rb, app/views/advocates/claims/_basic_fee_fields.html.haml, app/views/advocates/claims/_cracked_trial_fields.html.haml, app/views/advocates/claims/_date_attended_fields.html.haml, app/views/advocates/claims/_defendant_fields.html.haml, app/views/advocates/claims/_evidence_checklist.html.haml, app/views/advocates/claims/_expense_fields.html.haml, app/views/advocates/claims/_fixed_fee_fields.html.haml, app/views/advocates/claims/_form.html.haml, app/views/advocates/claims/_misc_fee_fields.html.haml, app/views/advocates/claims/_offence_select.html.haml, app/views/advocates/claims/_representation_order_fields.html.haml, app/views/advocates/claims/edit.html.haml, app/views/advocates/claims/new.html.haml, app/views/advocates/claims/show.html.haml, app/views/case_workers/claims/_claims.html.haml, app/views/case_workers/claims/_claims_list.html.haml, app/views/case_workers/claims/_list_controls.html.haml, app/views/case_workers/claims/_search_form.html.haml, app/views/case_workers/claims/index.html.haml, app/views/case_workers/claims/show.html.haml, app/views/devise/sessions/new.html.haml, app/views/devise/shared/_links.html.haml, app/views/pages/api_landing.html.haml, app/views/pages/tandcs.haml, app/views/shared/_claim.html.haml, app/views/shared/_claim_header.html.haml, app/views/shared/_claim_status.html.haml, app/views/shared/_determination_amounts.html.haml, app/views/shared/_evidence_checklist.html.haml, app/views/shared/_evidence_list.html.haml, app/views/shared/_message.html.haml, app/views/shared/_message_list.html.haml, app/views/shared/_messages.html.haml, app/views/shared/_search_summary.html.haml, app/views/shared/_summary.html.haml, app/views/shared/_vat_summary.html.haml]","[app/views/case_workers/claims/index.html.haml, features/caseworker_claims_list.feature, features/step_definitions/caseworker_claims_list_steps.rb]"
https://github.com/ministryofjustice/Claim-for-Crown-Court-Defence,1382,"[app/assets/javascripts/advocates/claims/claim_completion.js, app/assets/javascripts/advocates/claims/dropzone.js, app/assets/javascripts/advocates/claims/trial_fields_display.js, app/assets/javascripts/application.js, app/controllers/advocates/claims_controller.rb, app/controllers/claim_intentions_controller.rb, app/controllers/geckoboard_api/widgets_controller.rb, app/models/ability.rb, app/models/claim.rb, app/models/claim_intention.rb, app/services/claim_reporter.rb, app/views/advocates/claims/_form.html.haml, app/views/geckoboard_api/widgets/claim_completion.jbuilder, config/routes.rb, db/migrate/20151005154211_add_form_id_to_claims.rb, db/migrate/20151006101319_create_claim_intentions.rb, db/schema.rb, features/claim_intention.feature, features/step_definitions/claim_document_upload_steps.rb, features/step_definitions/claim_intention_steps.rb, features/support/wait_for_ajax.rb, features/view_claim_evidence.feature, spec/controllers/claim_intentions_controller_spec.rb, spec/factories/claim_intentions.rb, spec/models/ability_spec.rb, spec/models/claim_intention_spec.rb, spec/services/claim_reporter_spec.rb]","[app/controllers/advocates/admin/advocates_controller.rb, app/controllers/advocates/claims_controller.rb, app/controllers/case_workers/admin/case_workers_controller.rb, app/controllers/case_workers/claims_controller.rb, app/controllers/documents_controller.rb, app/controllers/messages_controller.rb, app/controllers/pages_controller.rb, app/controllers/user_message_statuses_controller.rb, app/interfaces/api/v1/advocates/claim.rb, app/models/advocate.rb, app/models/case_worker.rb, app/models/claim.rb, app/models/claim_intention.rb, app/models/doc_type.rb, app/models/document.rb, app/models/json_document_importer.rb, app/models/scheme.rb, app/models/user.rb, app/views/advocates/claims/_basic_fee_fields.html.haml, app/views/advocates/claims/_claims.html.haml, app/views/advocates/claims/_cracked_trial_fields.html.haml, app/views/advocates/claims/_date_attended_fields.html.haml, app/views/advocates/claims/_defendant_fields.html.haml, app/views/advocates/claims/_evidence_checklist.html.haml, app/views/advocates/claims/_expense_fields.html.haml, app/views/advocates/claims/_financial_summary.html.haml, app/views/advocates/claims/_fixed_fee_fields.html.haml, app/views/advocates/claims/_form.html.haml, app/views/advocates/claims/_json_document_importer.haml, app/views/advocates/claims/_misc_fee_fields.html.haml, app/views/advocates/claims/_offence_select.html.haml, app/views/advocates/claims/_representation_order_fields.html.haml, app/views/advocates/claims/_search_form.html.haml, app/views/advocates/claims/authorised.html.haml, app/views/advocates/claims/edit.html.haml, app/views/advocates/claims/index.html.haml, app/views/advocates/claims/new.html.haml, app/views/advocates/claims/outstanding.html.haml, app/views/advocates/claims/show.html.haml, app/views/case_workers/claims/_claims.html.haml, app/views/case_workers/claims/_list_controls.html.haml, app/views/case_workers/claims/_search_form.html.haml, app/views/case_workers/claims/index.html.haml, app/views/case_workers/claims/show.html.haml, app/views/devise/sessions/new.html.haml, app/views/devise/shared/_links.html.haml, app/views/pages/api_landing.html.haml, app/views/pages/tandcs.haml, app/views/shared/_claim.html.haml, app/views/shared/_claim_header.html.haml, app/views/shared/_claim_status.html.haml, app/views/shared/_evidence_checklist.html.haml, app/views/shared/_evidence_list.html.haml, app/views/shared/_message.html.haml, app/views/shared/_message_list.html.haml, app/views/shared/_messages.html.haml, app/views/shared/_search_summary.html.haml, app/views/shared/_summary.html.haml, app/views/shared/_vat_summary.html.haml]",[features/view_claim_evidence.feature]
